work_location,dedication,contract_type,last_monthly_salary_or_net,job_type,experience_years,people_under_charge,used_platforms,used_technologies,used_frameworks,databases,qa_testing,max_studies_level,state,edu_institution,age,gender,salary_dollarized,seniority,salary
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),192000.0,Consultant,0,0,"Firebase, Google Cloud Platform",SQL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,27,Mujer Cis,False,Junior,231000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),414000.0,Technical Leader,20,25,"SAP, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Amazon Redshift, Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,48,Hombre Cis,False,Senior,510000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,Developer,8,0,Mainframe,COBOL,Ninguno de los anteriores,IBM Db2,SoapUI,Universitario,En curso,UAI - Universidad Abierta Interamericana,34,Hombre Trans,False,Senior,600000.0
La Pampa,Full-Time,Staff (planta permanente),430000.0,BI Analyst / Data Analyst,3,1,"Amazon Web Services, Google Cloud Platform","Python, SQL",Ninguno de los anteriores,Amazon Redshift,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,26,Hombre Cis,False,Semi-Senior,535000.0
Buenos Aires,Full-Time,Staff (planta permanente),380000.0,Developer,1,0,"VMWare, Windows Server, Siebel CRM, Toad Oracle database","Javascript, SQL, ",Ninguno de los anteriores,Oracle,SoapUI,Universitario,En curso,UB - Universidad de Belgrano,22,Mujer Cis,False,Junior,450000.0
Santa Fe,Full-Time,Staff (planta permanente),564200.0,Manager / Director,23,2,"Linux, VMWare, Windows Server","SQL, Oracle Developer",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,49,Hombre Cis,False,Senior,783000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),256000.0,Data Engineer,5,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform","Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, Google Cloud Storage, Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,27,Mujer Trans,False,Semi-Senior,306000.0
Mendoza,Full-Time,Staff (planta permanente),670000.0,Developer,8,0,Firebase,Kotlin,Ninguno de los anteriores,Room,JUnit,Universitario,Completo,UTN - Universidad Tecnológica Nacional,30,Hombre Cis,False,Senior,870000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),828800.0,Developer,6,0,"Docker, Google Cloud Platform, Kubernetes, Linux","CSS, HTML, Java, Javascript","Hibernate, Node.js, React.js, Spring","ElasticSearch, Google Cloud Storage, MongoDB, MySQL, Redis, couchbase","Jest, JUnit",Terciario,En curso,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,False,Senior,1304540.0
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),430000.0,QA / Tester,7,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"IBM Db2, MariaDB",Postman,Universitario,Completo,UTN - Universidad Tecnológica Nacional,40,Mujer Cis,False,Senior,507400.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),560000.0,Manager / Director,25,40,Uso lo que se necesite para cada proyecto. No estoy casado con ninguna tecnología,".NET, C++, C#, Java, Python, Rust, Solidity",Depende del proyecto.,"Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, SQLite","Jest, JUnit, Mocha, Xunit",Doctorado,Completo,UBA - Universidad de Buenos Aires,49,Hombre Cis,False,Senior,900000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),597022.0,Infosec,4,0,"Azure, Docker, Linux, VMWare, Windows Server","Bash/Shell, Python, SQL",FastAPI,Oracle,Pytest,Universitario,En curso,UADE - Universidad Argentina De la Empresa,23,Hombre Cis,False,Semi-Senior,903827.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,Developer,6,5,Ninguna de las anteriores,"Bash/Shell, CSS, HTML, Java, Javascript, TypeScript","Bootstrap, React.js, Microfrontend, AngularJS",Ninguna de las anteriores,"Jest, JUnit",Terciario,Completo,Escuela Da Vinci,35,Hombre Cis,False,Senior,803000.0
Buenos Aires,Full-Time,Staff (planta permanente),348000.0,Developer,3,0,power platform,".NET, CSS, HTML",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UNLaM - Universidad Nacional de La Matanza,27,Mujer Cis,False,Semi-Senior,420000.0
Buenos Aires,Full-Time,Staff (planta permanente),450000.0,Manager / Director,25,3,"Amazon Web Services, Azure, Windows Server",".NET, C#, Python, SQL",.NET Core,"Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,Universitario,Incompleto,UNLaM - Universidad Nacional de La Matanza,43,Hombre Cis,False,Senior,696000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),282558.0,Manager / Director,10,0,Ninguna de las anteriores,"Java, Javascript, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Incompleto,ORT,31,Hombre Cis,False,Senior,337837.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),512000.0,SysAdmin / DevOps / SRE,21,4,"Docker, Linux, VMWare, Windows Server, Veeam","Bash/Shell, HTML, PHP, Python",Ninguno de los anteriores,"ElasticSearch, Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,Posgrado/Especialización,Completo,UTN - Universidad Tecnológica Nacional,39,Hombre Cis,False,Senior,708000.0
Mendoza,Part-Time,Staff (planta permanente),160000.0,Administrativo,0,0,Linux,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNCUYO - Universidad Nacional de Cuyo,30,Hombre Cis,False,Junior,160000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000.0,UX,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UCA - Universidad Católica Argentina,29,Hombre Trans,False,Junior,265060.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),174000.0,QA / Tester,1,0,Ninguna de las anteriores,Java,Ninguno de los anteriores,Ninguna de las anteriores,"Appium, Cucumber, JUnit, Postman, Selenium, SoapUI",Posgrado/Especialización,Completo,UNS - Universidad Nacional del Sur,44,Mujer Cis,False,Junior,209000.0
Buenos Aires,Full-Time,Staff (planta permanente),96000.0,QA / Tester,1,0,Linux,"CSS, HTML, PHP","Bootstrap, Laravel",Ninguna de las anteriores,"Postman, VS code, Xray, jira",Terciario,En curso,UNC - Universidad Nacional de Córdoba,32,Mujer Cis,False,Junior,120000.0
Neuquén,Full-Time,Freelance,319175.75153892854,Developer,20,0,"Amazon Web Services, Arduino o similar, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Microcontroladores, Serverless, VMWare, Windows Server",".NET, Arduino, Bash/Shell, C#, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",".NET Core, Angular, Bootstrap, Cordova, Flutter, Node.js, Vue.js, WordPress","MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite","Karma, NUnit, Postman",Posgrado/Especialización,Completo,UNCOMA - Universidad Nacional del Comahu,36,Hombre Cis,False,Senior,400000.0
Neuquén,Full-Time,Staff (planta permanente),210000.0,Developer,0,1,"Azure, Firebase, Windows Server",".NET, C#, CSS, SQL, Sql server",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Incompleto,UBA - Universidad de Buenos Aires,25,Hombre Cis,False,Junior,190000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420000.0,Infosec,25,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Python",Django,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,44,Hombre Cis,False,Senior,600000.0
Córdoba,Full-Time,Staff (planta permanente),289000.0,HelpDesk,5,0,"Azure, SAP",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,48,Hombre Cis,False,Semi-Senior,355000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),340000.0,Recruiter / HR,8,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UK - Universidad Kennedy,40,Mujer Cis,False,Senior,409000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),625000.0,Project Manager,4,3,Ninguna de las anteriores,"Bash/Shell, CSS, HTML, Java, Python, SQL",Ninguno de los anteriores,"IBM Db2, Informix, MariaDB, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,27,Hombre Cis,False,Semi-Senior,770000.0
Buenos Aires,Full-Time,Contractor,450000.0,Developer,4,0,Ninguna de las anteriores,"C#, Javascript",".NET Core, Bootstrap, Next.js, Vue.js","Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,False,Semi-Senior,450000.0
Tucumán,Part-Time,Contractor,60000.0,QA / Tester,0,0,Ninguna de las anteriores,"HTML, Javascript, Python",React.js,"MySQL, Oracle","Cypress, Mocha, Postman, Puppeteer",Universitario,En curso,UTN - Universidad Tecnológica Nacional,25,Prefiero no decir,False,Junior,80000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,SysAdmin / DevOps / SRE,5,0,"Kubernetes, Linux, OpenShift, VMWare","Bash/Shell, Java, Python",Ninguno de los anteriores,Oracle,"Postman, SoapUI, TFS, Visual Studio Coded UI",Terciario,Incompleto,ESBA - Escuela Superior Buenos Aires,38,Hombre Cis,False,Semi-Senior,975544.0
Córdoba,Full-Time,Staff (planta permanente),335000.0,Data Engineer,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Python, SQL",Ninguno de los anteriores,"Amazon Redshift, Microsoft SQL Server, PostgreSQL, Snowflake",Ninguna de las anteriores,Universitario,En curso,Universidad Siglo 21,25,Hombre Cis,False,Junior,404300.0
Corrientes,Full-Time,Staff (planta permanente),416000.0,Manager / Director,27,8,"Amazon Web Services, Azure, Google Cloud Platform, Windows Server",".NET, Javascript, Python, SQL, VBA",".NET Core, Bootstrap, Flask, jQuery, Node.js","Microsoft SQL Server, Redis",Selenium,Universitario,Incompleto,UNNNE - Universidad Nacional del Nordeste,50,Hombre Cis,False,Senior,320000.0
Santa Fe,Full-Time,Staff (planta permanente),337903.0,Data Engineer,2,4,Azure,".NET, C#, Python",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Universitario,Incompleto,UNR - Universidad Nacional de Rosario,26,Hombre Cis,False,Junior,407112.0
Córdoba,Full-Time,Staff (planta permanente),515000.0,Manager / Director,15,8,"Docker, Linux, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Postman,Posgrado/Especialización,Completo,UBP - Universidad Blas Pascal,42,Hombre Cis,False,Senior,515000.0
Córdoba,Full-Time,Staff (planta permanente),280000.0,SysAdmin / DevOps / SRE,7,0,"Docker, Google Cloud Platform, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,37,No binarie,False,Senior,340000.0
Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),82400.0,BI Analyst / Data Analyst,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UNLA - Universidad Nacional de Lanús,20,Hombre Cis,False,Junior,99400.0
Buenos Aires,Full-Time,Staff (planta permanente),640685.03,VP / C-Level,34,9,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, Python, SQL",Laravel,"ElasticSearch, Informix, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Sybase",Ninguna de las anteriores,Universitario,Completo,UB - Universidad de Belgrano,51,Hombre Cis,False,Senior,1001175.39
Buenos Aires,Full-Time,Staff (planta permanente),457958.0,Jefe IT en una Pyme,20,1,"Linux, Windows Server","Ninguno de los anteriores, ",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,45,Hombre Cis,False,Senior,551756.13
Buenos Aires,Full-Time,Staff (planta permanente),527000.0,SysAdmin / DevOps / SRE,34,10,"Amazon Web Services, Linux, VMWare, Windows Server",".NET, COBOL, PHP, Python",".NET Core, Laravel","Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UCAECE - Centro de Altos Estudios en Ciencias Exactas,53,Hombre Cis,False,Senior,804000.0
Buenos Aires,Full-Time,Staff (planta permanente),340000.0,Data Engineer,2,0,"Docker, Google Cloud Platform, Linux",Python,"Flask, Hadoop","Google Cloud Storage, BigQuery",Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,28,Hombre Cis,False,Junior,410000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),428672.0,Developer,1,0,"Firebase, Linux, Mainframe","COBOL, CSS, HTML, Java, Javascript, Python, SQL","Angular, Hibernate, jQuery, Node.js, React.js, Spring, Vue.js","IBM Db2, Oracle","Jest, JUnit",Universitario,En curso,UBA - Universidad de Buenos Aires,25,Hombre Cis,False,Junior,499699.0
Tucumán,Full-Time,Freelance,225000.0,Networking,20,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,42,Hombre Cis,False,Senior,250000.0
Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),154000.0,Developer,0,0,"Linux, VMWare","CSS, HTML, Javascript","Bootstrap, jQuery, Node.js, WordPress",MariaDB,Ninguna de las anteriores,Universitario,En curso,UNLP - Universidad Nacional de La Plata,30,Hombre Cis,False,Junior,170000.0
Neuquén,Full-Time,Staff (planta permanente),721899.0,Manager / Director,20,5,"Linux, SAP, VMWare",".NET, HTML, PHP, Python, SQL",".NET Core, Angular, Bootstrap, Node.js, SAP","MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,Posgrado/Especialización,Completo,UADER - Universidad Autónoma de Entre Ríos,52,Hombre Cis,False,Senior,944107.0
Neuquén,Full-Time,Staff (planta permanente),169373.0,Developer,1,0,Linux,"HTML, Javascript, TypeScript","Angular, Drupal, Next.js, Node.js, React.js, Vue.js",Ninguna de las anteriores,"Jest, Postman",Universitario,Completo,UNC - Universidad Nacional de Córdoba,30,Hombre Cis,False,Junior,204063.0
Tucumán,Full-Time,Tercerizado (trabajo a través de consultora o agencia),450000.0,Developer,6,0,Windows Server,"Python, SQL","SAS DATA INTEGRATION (SAS language), MSQLServer(T-SQL), Python(scripts)",Microsoft SQL Server,Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,34,Hombre Cis,False,Senior,450000.0
Buenos Aires,Full-Time,Staff (planta permanente),409000.0,SysAdmin / DevOps / SRE,20,0,"Linux, VMWare, CloudStack , XCP-ng",Bash/Shell,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Terciario,Completo,ORT,43,Hombre Cis,False,Senior,600000.0
Buenos Aires,Full-Time,Staff (planta permanente),429000.0,Cibersecurity,15,0,"Kubernetes, Linux, OpenShift, VMWare, Windows Server","C#, Java, Python",".NET Core, Django","Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,39,Hombre Cis,False,Senior,528000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420000.0,Developer,2,2,Azure,"HTML, Javascript","Bootstrap, Next.js, Node.js, React.js",MySQL,Jest,Universitario,En curso,UTN - Universidad Tecnológica Nacional,27,Mujer Cis,False,Junior,480000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),760000.0,Developer,5,0,"Amazon Web Services, Kubernetes, Serverless","Javascript, TypeScript","Node.js, Nest.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL",Jest,Universitario,Completo,UP - Universidad de Palermo,26,Hombre Cis,False,Semi-Senior,960000.0
Buenos Aires,Full-Time,Staff (planta permanente),282000.0,QA / Tester,5,1,"Docker, Linux, VMWare",SQL,Ninguno de los anteriores,"MariaDB, MySQL, Oracle, PostgreSQL","PHPUnit, Postman, Visual Studio Coded UI",Universitario,Incompleto,UNLP - Universidad Nacional de La Plata,24,Hombre Cis,False,Semi-Senior,370000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),185000.0,Data Scientist,1,0,"Amazon Web Services, IBM Cloud / Watson, Linux","Bash/Shell, Python, SQL",Spark,PostgreSQL,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,27,Hombre Cis,False,Junior,225000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),331284.14393089915,Developer,2,0,"Amazon Web Services, Linux","Bash/Shell, Ruby, SQL",Rails,"PostgreSQL, Redis","Postman, RSpec",Universitario,En curso,UTN - Universidad Tecnológica Nacional,27,Mujer Cis,False,Junior,413850.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),140000.0,Developer,0,0,"Kubernetes, Linux","Java, Talend",Ninguno de los anteriores,"ElasticSearch, MySQL, Oracle","Postman, SoapUI",Universitario,En curso,UNLA - Universidad Nacional de Lanús,21,Mujer Cis,False,Junior,166000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),570000.0,Developer,20,0,"Microcontroladores, OpenShift",".NET, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Node.js","Microsoft SQL Server, Sybase",Ninguna de las anteriores,Terciario,Completo,ESBA - Escuela Superior Buenos Aires,46,Hombre Cis,False,Senior,600000.0
Buenos Aires,Full-Time,Staff (planta permanente),330000.0,Developer,4,0,Amazon Web Services,"CSS, HTML, Javascript, TypeScript",Angular,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNLaM - Universidad Nacional de La Matanza,29,Mujer Cis,False,Semi-Senior,399000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),356000.0,Manager / Director,10,3,"Amazon Web Services, Google Cloud Platform, Power BI","Bash/Shell, PHP, Python, SQL","Laravel, Symfony",MySQL,Ninguna de las anteriores,Posgrado/Especialización,Completo,UBA - Universidad de Buenos Aires,33,Hombre Cis,False,Senior,450000.0
